chinese_name,english_name,monster_id,source,size,swarm,swarm_size,type,sub_type,alignment,ac,hp,speed,initiative,strength,dexterity,constitution,intelligence,wisdom,charisma,skills,damage_vulnerabilities,damage_resistances,damage_immunities,equipment,senses,languages,challenge_rating,proficiencies,sections
勇气斯芬克斯,Sphinx of Valor,MM25_Prof6_CR17_sphinx_of_valor,MM25,['大型'],False,,天族,,守序中立, 17,199（19d10+95）,40尺，飞行60尺,+12（22）,"{'scores': '22', 'mod': '+6', 'save': '+6'}","{'scores': '10', 'mod': '+0', 'save': '+6'}","{'scores': '20', 'mod': '+5', 'save': '+11'}","{'scores': '16', 'mod': '+3', 'save': '+9'}","{'scores': '23', 'mod': '+6', 'save': '+12'}","{'scores': '18', 'mod': '+4', 'save': '+4'}",奥秘+9，察觉+12，宗教+15,,暗蚀，光耀,心灵；魅惑，恐慌,,真实视觉120尺；被动察觉22,天界语，通用语,17,+6,"[{'title': '特质Traits', 'content': '<p>\n<strong>神秘莫测Inscrutable。</strong>没有魔法可以不经斯芬克斯允许远程探查斯芬克斯或探测其思想。为确定斯芬克斯意图和诚心进行的感知（洞悉）检定具有劣势。<br/>\n<strong>传奇抗性Legendary Resistance（3/日，或巢穴内4/日）。</strong>斯芬克斯豁免失败时，可以将其改为豁免成功。<br/>\n</p>'}, {'title': '动作Actions', 'content': ""<p>\n<strong>多重攻击Multiattack。</strong>斯芬克斯发动两次利爪攻击并使用咆哮。<br/>\n<strong>利爪Claw。</strong><em>近战攻击检定：</em>+12，触及5尺。<br/>\n<em>命中：</em>20（4d6+6）挥砍伤害。<br/>\n<strong>咆哮Roar （3/日）。</strong>斯芬克斯发出魔法咆哮。每当其咆哮时，咆哮具有不同的效应，详述见下（当斯芬克斯完成长休时，咆哮顺序重置）：<br/><em>\n<strong>第一吼First Roar。</strong>感知豁免检定：</em>DC20，源自斯芬克斯的500尺<u>光环</u>区域内的每名敌人。\n<em>失败：</em>目标陷入<u>恐慌</u>状态，持续一分钟。<br/><em>\n<strong>第二吼Second Roar。</strong>感知豁免检定：</em>DC20，源自斯芬克斯的500尺<u>光环</u>区域内的每名敌人。\n<em>失败：</em>目标陷入<u>麻痹</u>状态，并在其回合结束时重复豁免，成功则终止其身上的该效应。1分钟后，其豁免自动成功。<br/><em>\n<strong>第三吼Third Roar。</strong>体质豁免检定：</em>DC20，源自斯芬克斯的500尺<u>光环</u>区域内的每名敌人。\n<em>失败：</em>44（8d10）雷鸣伤害，目标陷入<u>倒地</u>状态。\n<em>成功：</em>仅半伤。<br/>\n<strong>施法Spellcasting。</strong>斯芬克斯施展以下一道法术，无需材料成分并使用感知作为施法属性（法术豁免DC20）：<br/>\n<em><strong>随意：</strong></em><u><i>侦测善恶Detect Evil and Good，奇术Thaumaturgy</i></u><br/>\n<em><strong>每项1/日：</strong></em><u><i>侦测魔法Detect Magic，解除魔法Dispel Magic，高等复原术Greater Restoration，英雄宴Heroes' Feast，诚实之域Zone of Truth</i></u>\n</p>""}, {'title': '传奇动作Legendary Actions', 'content': '<p>\n<font color=""#808080"">传奇动作次数：3（巢穴内4）。斯芬克斯可以在另一生物的回合后立即消耗一次传奇动作来执行以下一道动作。斯芬克斯在其回合开始时回复所有已消耗的传奇动作次数。</font><br/>\n<strong>奥术潜步Arcane Prowl。</strong>斯芬克斯传送至多30尺至其可见的未占据空间，然后发动一次利爪攻击。<br/>\n<strong>岁月之重Weight of Years。</strong><em>体质豁免检定：</em>DC16，单一120尺内斯芬克斯可见的生物。\n<em>失败：</em>目标获得1级<u>力竭</u>。目标具有任意<u>力竭</u>等级期间，其容貌衰老3d10岁。\n<em>失败或<em>成功：</em></em>斯芬克斯直至其下个回合开始都无法再执行此动作。</p>'}]"
晓谕斯芬克斯,Sphinx of Lore,MM25_Prof4_CR11_sphinx_of_lore,MM25,['大型'],False,,天族,,守序中立,17,170（20d10+69）,40尺，飞行60尺,+10（20）,"{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '18', 'mod': '+4', 'save': '+4'}",奥秘+12，历史+12，察觉+8，宗教+12,,暗蚀，光耀,心灵；魅惑，恐慌,,真实视觉120尺；被动察觉18,天界语，通用语,11,+4,"[{'title': '特质Traits', 'content': '<p>\n<strong>神秘莫测Inscrutable。</strong>没有魔法可以不经斯芬克斯允许远程探查斯芬克斯或探测其思想。为确定斯芬克斯意图和诚心进行的感知（洞悉）检定具有劣势。<br/>\n<strong>传奇抗性Legendary Resistance（3/日，或巢穴内4/日）。</strong>斯芬克斯豁免失败时，可以将其改为豁免成功。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>斯芬克斯发动三次利爪攻击。<br/>\n<strong>利爪Claw。</strong><em>近战攻击检定：</em>+8，触及5尺。\n<em>命中：</em>14（3d6+4）挥砍伤害。<br/>\n<strong>碎心咆哮Mind-Rending Roar （充能5~6）。</strong><em>感知豁免检定：</em>DC16，源自斯芬克斯的300尺<u>光环</u>区域内的每名敌人。\n<em>失败：</em>35（10d6）心灵伤害，并且目标陷入<u>失能</u>直至斯芬克斯下个回合开始。<br/>\n<strong>施法Spellcasting。</strong>斯芬克斯施展以下一道法术，无需材料成分并使用智力作为施法属性（法术豁免DC16）：<br/>\n<em><strong>随意：</strong></em><u><i>侦测魔法Detect Magic，鉴定术Identify，法师之手Mage Hand，次级幻象Minor Illusion，魔法伎俩Prestidigitation</i></u><br/>\n<em><strong>每项1/日：</strong></em><u><i>解除魔法Dispel Magic，通晓传奇Legend Lore，物件定位术Locate Object，位面转移Plane Shift，解除诅咒Remove Curse，巧言术Tongues</i></u>\n</p>'}, {'title': '传奇动作Legendary Actions', 'content': '<p>\n<font color=""#808080"">传奇动作次数：3（巢穴内4）。斯芬克斯可以在另一生物的回合后立即消耗一次传奇动作来执行以下一道动作。斯芬克斯在其回合开始时回复所有已消耗的传奇动作次数。</font><br/>\n<strong>奥术潜步Arcane Prowl。</strong>斯芬克斯传送至多30尺至其可见的未占据空间，然后发动一次利爪攻击。<br/>\n<strong>岁月之重Weight of Years。</strong><em>体质豁免检定：</em>DC16，单一120尺内斯芬克斯可见的生物。\n<em>失败：</em>目标获得1级<u>力竭</u>。目标具有任意<u>力竭</u>等级期间，其容貌衰老3d10岁。\n<em>失败或<em>成功：</em></em>斯芬克斯直至其下个回合开始都无法再执行此动作。</p>'}]"
求索斯芬克斯,Sphinx of Wonder,MM25_Prof2_CR1_sphinx_of_wonder,MM25,['微型'],False,,天族,,守序中立,13,24（7d4+7）,20尺，飞行40尺,+3（13）,"{'scores': '6', 'mod': '-2', 'save': '-2'}","{'scores': '17', 'mod': '+3', 'save': '+3'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}",奥秘+4，宗教+4，隐匿+5,,暗蚀，心灵，光耀,,,黑暗视觉60尺；被动察觉11,天界语，通用语,1,+2,"[{'title': '特质Traits', 'content': '<p><strong>魔法抗性Magic \nResistance。</strong> 斯芬克斯对抗法术和其他魔法效应时进行的豁免检定具有优势。</p>'}, {'title': '动作Actions', 'content': '<p><strong>撕裂Rend。</strong><em>近战攻击检定：</em>+5，触及5尺。<em>命中：</em>5（1d4+3）挥砍伤害外加7（2d6）光耀伤害。</p>'}, {'title': '反应Reactions', 'content': '<p><strong>灵光乍现Burst of \nIngenuity（2/日）。</strong><em>触发：</em>斯芬克斯或其30尺内另一生物进行一次属性检定或豁免检定。<em>响应：</em>  \n斯芬克斯令其结果+2。</p>'}]"
隐秘斯芬克斯,Sphinx of Secrets,MM25_Prof3_CR8_sphinx_of_secrets,MM25,['大型'],False,,天族,,守序中立,16,136（16d10+48）,40尺，飞行60尺,+5（15）,"{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '18', 'mod': '+4', 'save': '+4'}",历史+7，察觉+7，宗教+7,,暗蚀，光耀,心灵；魅惑，恐慌,,真实视觉60尺；被动察觉17,天界语，通用语,8,+3,"[{'title': '特质Traits', 'content': '<p>\n<strong>神秘莫测Inscrutable。</strong>没有魔法可以不经斯芬克斯允许远程探查斯芬克斯或探测其思想。为确定斯芬克斯意图和诚心进行的感知（洞悉）检定具有劣势。<br/>\n<strong>魔法抗性Magic Resistance。</strong>斯芬克斯对抗法术和其他魔法效应时进行的豁免检定具有优势。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>斯芬克斯发动三次利爪攻击。其可以将其中一次攻击替换为谜题诅咒。<br/>\n<strong>利爪Claw。</strong><em>近战攻击检定：</em>+7，触及5尺。\n<em>命中：</em>13（2d8+4）挥砍伤害外加7（2d6）光耀伤害。<br/>\n<strong>谜题诅咒Curse of the Riddle。</strong><em>智力豁免检定：</em>DC15，单一60尺内斯芬克斯可见的生物。\n<em>失败：</em>21（6d6）心灵伤害，并且目标将被谜题诅咒。被诅咒的生物的属性检定和攻击检定具有劣势。此外，若被诅咒的生物执行魔法动作，其必须成功通过一次DC15的智力豁免，否则动作被浪费。被诅咒的目标可以执行研究动作来进行一次DC15的智力检定以解决谜题，成功则诅咒结束。斯芬克斯诅咒另一名生物时，诅咒提前结束。<br/>\n<strong>施法Spellcasting。</strong>斯芬克斯施展以下一道法术，无需材料成分并使用智力作为施法属性（法术豁免DC15）：<br/><strong>\n<em>随意：</em><u><i>侦测魔法Detect Magic，鉴定术Identify，魔法伎俩Prestidigitation</i></u></strong><br/>\n<em><strong>每项1/日：</strong></em><u><i>物件定位术Locate Object，解除诅咒Remove Curse</i></u></p>'}]"
人马守望者,Centaur Warden,MM25_Prof3_CR7_centaur_warden,MM25,['大型'],False,,妖精,,中立善良,16,105（14d10+28）,50尺,+2（12）,"{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '14', 'mod': '+2', 'save': '+5'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '18', 'mod': '+4', 'save': '+7'}","{'scores': '11', 'mod': '+0', 'save': '+0'}",运动+7，自然+5，察觉+7,,,,,被动察觉17,德鲁伊语，精灵语，木族语,7,+3,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>人马使用森林之杖或烈阳射线发动共计两次攻击。<br/>\n<strong>森林之杖Forest Staff。</strong><em>近战攻击检定：</em>+7，触及5尺。<em>命中：</em>13（2d8+4）钝击伤害外加14（4d6）毒素伤害。<br/>\n<strong>烈阳射线Sun Ray。</strong><em>远程攻击检定：</em>+7，射程90尺。<em>命中：</em>14（3d6+4）光耀伤害，且目标陷入<u>目盲</u>状态，直至人马的下个回合开始。<br/>\n<strong>施法Spellcasting。</strong>人马施展以下一道法术，使用感知作为施法属性（法术豁免DC15）：<br/>\n<strong><em>随意：</em></strong><u><i>德鲁伊伎俩Druidcraft，动物交谈Speak with Animals</i></u>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>藤缠行迹Entangling Trail（充能5~6）。</strong>人马移动至多等于其速度的距离且不会引发<u>借机攻击</u>。在人马移动过程中，位于人马5尺内的每名生物都会被选为一次以下效应的目标。<em>力量豁免检定：</em>DC15。<em>失败：</em>11（2d6+4）钝击伤害，且目标陷入<u>束缚</u>状态，直至其下个回合结束。\n</p>'}]"
人马骠骑,Centaur Trooper,MM25_Prof2_CR2_centaur_trooper,MM25,['大型'],False,,妖精,,中立善良,16,45（6d10+12）,50尺,+2（12）,"{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '14', 'mod': '+4', 'save': '+4'}","{'scores': '9', 'mod': '-1', 'save': '-1'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '11', 'mod': '+0', 'save': '+0'}",运动+6，察觉+3,,,,,被动察觉13,精灵语，木族语,2,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>人马使用长枪或长弓发动共计两次攻击。<br/>\n<strong>长枪Pike。</strong><em>近战攻击检定：</em>+6，触及10尺。<em>命中：</em>9（1d10+4）穿刺伤害。<br/>\n<strong>长弓Longbow。</strong><em>远程攻击检定：</em>+4，射程150/600尺。<em>命中：</em>6（1d8+2）穿刺伤害。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>践踏冲锋Trampling Charge（充能5~6）。</strong>人马移动至多等于其速度的距离且不会引发<u>借机攻击</u>，并且可以移动穿过中型或小型生物所处的空间。所处空间被人马进入的每名生物都会被选为一次以下效应的目标。<em>力量豁免检定：</em>DC14。<em>失败：</em>7（1d6+4）钝击伤害，且目标陷入<u>倒地</u>状态。\n</p>'}]"
半羊人,Satyr,MM25_Prof2_CR1_2_satyr,MM25,['中型'],False,,妖精,,混乱中立,13,31 （7d8）,40尺,+3（13）,"{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+2'}",察觉+2、表演+6、隐匿+5,,,,,被动察觉12,通用语，精灵语，木族语,1/2,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>魔法抗性Magic Resistance。</strong>半羊人对抗法术和其他魔法效应时进行的豁免检定具有优势。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>蹄Hooves。</strong><em>近战攻击检定：</em>+5，触及5尺。\n<em>命中：</em>5（1d4+3）钝击伤害。若目标生物体型不超过中型，半羊人还能将其直线推离至多10尺距离。<br/>\n<strong>嘲讽Mockery。</strong><em>感知豁免检定：</em>DC12，单一90尺内半羊人可见的生物。\n<em>失败：</em>5（1d6+2）心灵伤害。\n</p>'}]"
半羊人欢庆之主,Satyr Revelmaster,MM25_Prof3_CR6_satyr_revelmaster,MM25,['中型'],False,,妖精,,混乱中立,17,82（15d8+15）,40尺,+7（17）,"{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '18', 'mod': '+4', 'save': '+7'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+5'}","{'scores': '17', 'mod': '+3', 'save': '+3'}",特技+7、察觉+5、表演+9,,,,,被动察觉15,通用语，精灵语，木族语,6,+3,"[{'title': '特质Traits', 'content': '<p>\n<strong>魔法抗性Magic Resistance。</strong>半羊人对抗法术和其他魔法效应时进行的豁免检定具有优势。 \n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>半羊人发动三次欢腾羊跃攻击。<br/>\n<strong>欢腾羊跃Prance。</strong><em>近战攻击检定：</em>+7，触及5尺。\n<em>命中：</em>13（2d8+4）钝击伤害，且目标陷入<u>魅惑</u>状态，持续至半羊人的下个回合开始。<br/>\n<strong>妖精旋律Fey Melody（充能4~6）。</strong>半羊人奏唤出一段魅惑或恐慌之音。<em>感知豁免检定：</em>DC14，源自半羊人的60尺<u>光环</u>区域内的每名敌人。\n<em>失败：</em>目标将受到歌曲的效应影响：<br/>\n<strong><em>魅惑之音Charming。</em></strong>目标陷入<u>魅惑</u>状态，持续1分钟。<u>魅惑</u>期间，目标陷入<u>失能</u>状态且会用尽自身的移动力来在原地跳舞。目标身上的该效应会在其受到任意伤害时结束。<br/>\n<strong><em>恐慌之音Frightening。</em></strong>10（2d6+3）心灵伤害，且目标陷入<u>恐慌</u>状态，持续1分钟。如果目标结束自己回合时并不处于半羊人的视线内，目标身上的该状态将提前结束。\n</p>'}]"
啵灵蛙武者,Bullywug Warrior,MM25_Prof2_CR1_4_bullywug_warrior,MM25,['中型'],False,,妖精,,中立,15,11（2d8+2）,30尺，游泳30尺,+2（12）,"{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '7', 'mod': '-2', 'save': '-2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '7', 'mod': '-2', 'save': '-2'}",隐匿+4,,,,,被动察觉10,啵灵蛙语，通用语,1/4,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>水陆两栖Amphibious。</strong>啵灵蛙可以在空气和水中呼吸。<br/>\n<strong>蛙类交谈Speak with Frogs and Toads。</strong>啵灵蛙可以使用啵灵蛙语来与蛙和蟾蜍进行简单交流。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>虫刺Insectile Rapier。</strong>近战攻击：+4，触及5尺。<em>命中：</em>6（1d8+2）穿刺伤害外加2（1d4）毒素伤害。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>跳跃Leap。</strong>啵灵蛙消耗10尺移动力跳跃至多30尺。\n</p>'}]"
啵灵蛙沼地大贤,Bullywug Bog Sage,MM25_Prof2_CR4_bullywug_bog_sage,MM25,['中型'],False,,妖精,,中立,16,52（8d8+16）,30尺，游泳30尺,+3（13）,"{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '14', 'mod': '+2', 'save': '+4'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '16', 'mod': '+3', 'save': '+5'}","{'scores': '12', 'mod': '+1', 'save': '+1'}",自然+4，隐匿+5,,,,,被动察觉13,啵灵蛙语，通用语，木族语,4,+2,"[{'title': '特质Traits', 'content': '<p>\n<strong>水陆两栖Amphibious。</strong>啵灵蛙可以在空气和水中呼吸。<br/>\n<strong>蛙类交谈Speak with Frogs and Toads。</strong>啵灵蛙可以使用啵灵蛙语来与蛙和蟾蜍进行简单交流。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>啵灵蛙发动两次沼地大杖攻击。其可以将其中任意次攻击替换为使用施法施展<u><em>致病射线Ray \nof Sickness</em></u>  。<br/>\n<strong>沼地大杖Bog Staff。</strong>近战攻击：+5，触及5尺。<em>命中：</em>7（1d8+3）钝击伤害外加10（3d6）毒素伤害。<br/>\n<strong>施法Spellcasting。</strong>啵灵蛙施展以下一道法术，使用感知作为施法属性（法术豁免DC13，法术攻击命中+5）：<br/>\n<strong><em>随意：</em></strong><u><i>舞光术Dancing Lights，德鲁伊伎俩Druidcraft，致病射线Ray of Sickness</i></u><br/>\n<strong><em>1/日：</em></strong><u><i>植物交谈Speak with Plants，浓酸球Vitriolic Sphere</i></u><br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>跳跃Leap。</strong>啵灵蛙消耗10尺移动力跳跃至多30尺。\n</p>'}]"
地精咒术师,Goblin Hexer,MM25_Prof2_CR3_goblin_hexer,MM25,['小型'],False,,妖精,类地精,混乱中立,13,45（10d6+10）,30尺,+3（13）,"{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}",巧手+5，隐匿+7,,,,,黑暗视觉60尺；被动察觉10,通用语，地精语,3,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>地精发动两次咒术棍攻击。其可以将其中一次攻击替换为使用施法。<br/>\n<strong>咒术棍Hex Stick。</strong><em>近战或远程攻击检定：</em>+5，触及5尺或射程60尺。<em>命中：</em>12（2d8+3）心灵伤害。<br/>\n<strong>施法Spellcasting。</strong>地精施展以下一道法术，使用智力作为施法属性（法术豁免DC13）：<br/>\n<strong><em>随意：</em></strong><u><i>次级幻象Minor Illusion</i></u><br/>\n<strong><em>每项1/日：</em></strong><u><i>目盲术/耳聋术Blindness/Deafness，妖火Faerie Fire，油腻术Grease</i></u>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>倒霉Jinx。</strong><em>触发：</em>一名地精可见的生物对其进行攻击检定并命中。<em>响应-感知豁免检定：</em>DC13。<em>失败：</em>此次攻击改为失手。\n</p>'}]"
地精喽啰,Goblin Minion,MM25_Prof2_CR1_8_goblin_minion,MM25,['小型'],False,,妖精,类地精,混乱中立,12,7（2d6）,30尺,+2（12）,"{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '8', 'mod': '-1', 'save': '-1'}",隐匿+6,,,,,黑暗视觉60尺；被动察觉9,通用语，地精语,1/8,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>匕首Dagger。</strong><em>近战或远程攻击检定：</em>+4，触及5尺或射程20/60尺。<em>命中：</em>4（1d4+2）穿刺伤害。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>迅捷逃逸Nimble Escape。</strong>地精执行<u>撤离</u>或<u>躲藏</u>动作。\n</p>'}]"
地精武者,Goblin Warrior,MM25_Prof2_CR1_4_goblin_warrior,MM25,['小型'],False,,妖精,类地精,混乱中立,15,10（3d6）,30尺,+2（12）,"{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '8', 'mod': '-1', 'save': '-1'}",隐匿+6,,,,,黑暗视觉60尺；被动察觉9,通用语，地精语,1/4,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>弯刀Scimitar。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>5（1d6+2）挥砍伤害，若本次攻击具有优势，则再加2（1d4）挥砍伤害。<br/>\n<strong>短弓Shortbow。</strong><em>远程攻击检定：</em>+4，射程80/320尺。<em>命中：</em>5（1d6+2）穿刺伤害，若本次攻击具有优势，则再加2（1d4）穿刺伤害。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>迅捷逃逸Nimble Escape。</strong>地精执行<u>撤离</u>或<u>躲藏</u>动作。</p>'}]"
地精老大,Goblin Boss,MM25_Prof2_CR1_goblin_boss,MM25,['小型'],False,,妖精,类地精,混乱中立,17,21（6d6）,30尺,+2（12）,"{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}",隐匿+6,,,,,黑暗视觉60尺；被动察觉9,通用语，地精语,1,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>地精使用弯刀或短弓发动共计两次攻击。<br/>\n<strong>弯刀Scimitar。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>5（1d6+2）挥砍伤害，若本次攻击具有优势，则再加2（1d4）挥砍伤害。<br/>\n<strong>短弓Shortbow。</strong><em>远程攻击检定：</em>+4，射程80/320尺。<em>命中：</em>5（1d6+2）穿刺伤害，若本次攻击具有优势，则再加2（1d4）穿刺伤害。\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>迅捷逃逸Nimble Escape。</strong>地精执行<u>撤离</u>或<u>躲藏</u>动作。<br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>挡刀Redirect Attack。</strong><em>触发：</em>一名地精可见的生物对其进行攻击检定。<em>响应：</em>地精选择一名位于其5尺内的小型或中型盟友。地精和该盟友交换位置，并且盟友成为这次攻击的目标。\n</p>'}]"
大地精军阀,Hobgoblin Warlord,MM25_Prof3_CR6_hobgoblin_warlord,MM25,['中型'],False,,妖精,类地精,守序邪恶,20,112（15d8+45）,30尺,+5（15）,"{'scores': '17', 'mod': '+3', 'save': '+3'}","{'scores': '14', 'mod': '+2', 'save': '+5'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '14', 'mod': '+2', 'save': '+5'}","{'scores': '11', 'mod': '+0', 'save': '+3'}","{'scores': '15', 'mod': '+2', 'save': '+5'}",,,,,,黑暗视觉60尺；被动察觉10,通用语，地精语,6,+3,"[{'title': '特质Traits', 'content': '<p>\n<strong> 威权灵光Aura of Authority。</strong>只要大地精未陷入<u>失能</u>状态，则其与其身处源自大地精的10尺<u>光环</u>区域内的盟友进行攻击检定与豁免时具有优势。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong> 多重攻击Multiattack。</strong>大地精使用标枪或长剑发动共计三次攻击。<br/>\n<strong> 标枪Javelin。</strong><em>近战或远程攻击检定：</em>+6，触及5尺或射程30/120尺。\n<em>命中：</em>11（2d6+4）穿刺伤害，且直至大地精的下个回合开始，目标速度降低10尺。 <br/>\n<strong> 长剑Longsword。</strong><em>近战攻击检定：</em>+6，触及5尺。\n<em>命中：</em>12（2d8+3）挥砍伤害。\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong> 格挡Parry。</strong><em>触发：</em>大地精在持握武器期间因近战攻击检定被命中。\n<em>响应：</em>大地精令其对抗那次攻击的AC+3，可能令那次攻击改为失手。\n</p>'}]"
大地精武者,Hobgoblin Warrior,MM25_Prof2_CR1_2_hobgoblin_warrior,MM25,['中型'],False,,妖精,类地精,守序邪恶,18,11（2d8+2）,30尺,+3（13）,"{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '9', 'mod': '-1', 'save': '-1'}",,,,,,黑暗视觉60尺；被动察觉10,通用语，地精语,1/2,+2,"[{'title': '特质Traits', 'content': '<p><strong>集群战术Pack \nTactics。</strong>若大地精的攻击目标生物5尺内存在有至少一名大地精未<u>失能</u>的盟友，则大地精对该生物进行的攻击检定具有优势。\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong> 长剑Longsword。</strong><em>近战攻击检定：</em>+3，触及5尺。\n<em>命中：</em>12（2d10+1）挥砍伤害。 <br/>\n<strong> 长弓Longbow。</strong><em>远程攻击检定：</em>+3，射程150/600尺。\n<em>命中：</em>5（1d8+1）穿刺伤害外加7（3d4）毒素伤害。\n</p>'}]"
